word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
clicks,clicks,click,click,verb,"list(syn = c(""chatter"", ""clack"", ""click"", ""cluck"", ""come home"", ""dawn"", ""fall into place"", ""flick"", ""get across"", ""get through"", ""penetrate"", ""sink in"", ""snap"", ""tick""))",tick
client,client,client,client,noun,"list(syn = c(""client"", ""customer"", ""guest"", ""node""))",node
cliff,cliff,cliff,cliff,noun,"list(syn = c(""cliff"", ""drop"", ""drop-off""))",cliff
cliffs,cliffs,cliff,cliff,noun,"list(syn = c(""cliff"", ""drop"", ""drop-off""))",cliff
climb,climb,climb,climb,noun,"list(syn = c(""acclivity"", ""ascent"", ""climb"", ""climbing"", ""mount"", ""mounting"", ""raise"", ""rise"", ""upgrade""))",upgrade
climbs,climbs,climb,climb,verb,"list(syn = c(""climb"", ""climb up"", ""go up"", ""mount"", ""rise"", ""wax""))",climb
cling,cling,cling,cling,noun,"list(syn = c(""cling"", ""clingstone""))",cling
clings,clings,cling,cling,noun,"list(syn = c(""cling"", ""clingstone""))",cling
clink,clink,clink,clink,verb,"list(syn = c(""chink"", ""clink"", ""tink"", ""tinkle""))",clink
clinking,clinking,clink,clink,verb,"list(syn = c(""chink"", ""clink"", ""tink"", ""tinkle""))",clink
clipping,clipping,clip,clipping,adjective,"list(syn = ""clipping"")",clipping
cloak,cloak,cloak,cloak,noun,"list(syn = ""cloak"")",cloak
cloaking,cloaking,cloak,cloak,verb,"list(syn = c(""cloak"", ""dissemble"", ""mask""))",mask
clock,clock,clock,clock,noun,"list(syn = ""clock"")",clock
clocks,clocks,clock,clock,noun,"list(syn = ""clock"")",clock
close,close,close,close,adverb,"list(syn = c(""close"", ""closely"", ""near"", ""nigh"", ""tight""))",tight
closed,closed,close,close,verb,"list(syn = c(""close"", ""close down"", ""close up"", ""come together"", ""conclude"", ""fill up"", ""fold"", ""shut"", ""shut down""))",fold
closely,closely,close,closely,adverb,"list(syn = c(""close"", ""closely"", ""intimately"", ""nearly"", ""tight""))",tight
closer,closer,closer,closer,adverb,"list(syn = c(""closer"", ""nearer"", ""nigher""))",closer
closes,closes,close,close,verb,"list(syn = c(""close"", ""close down"", ""close up"", ""come together"", ""conclude"", ""fill up"", ""fold"", ""shut"", ""shut down""))",fold
closet,closet,closet,closet,noun,"list(syn = c(""closet"", ""cupboard"", ""loo"", ""press"", ""W.C."", ""wardrobe"", ""water closet""))",wardrobe
closing,closing,close,closing,noun,"list(syn = c(""close"", ""closedown"", ""closing"", ""closure"", ""completion"", ""conclusion"", ""culmination"", ""end"", ""ending"", ""mop up"", ""shutdown"", ""shutting"", ""windup""))",ending
clossse,clossse,closss,NA,NA,list(syn = NA),NA
cloth,cloth,cloth,cloth,noun,"list(syn = c(""cloth"", ""fabric"", ""material"", ""textile""))",material
clothes,clothes,cloth,clothes,noun,"list(syn = c(""apparel"", ""clothes"", ""dress"", ""wearing apparel""))",dress
clothesline,clothesline,clotheslin,clothesline,noun,"list(syn = ""clothesline"")",clothesline
cloud,cloud,cloud,cloud,verb,"list(syn = c(""becloud"", ""befog"", ""cloud"", ""corrupt"", ""dapple"", ""defile"", ""fog"", ""haze over"", ""mist"", ""mottle"", ""obnubilate"", ""obscure"", ""overcast"", ""sully"", ""taint""))",obscure
cloudless,cloudless,cloudless,cloudless,adjective,"list(syn = c(""cloudless"", ""unclouded""))",cloudless
clouds,clouds,cloud,cloud,noun,"list(syn = c(""cloud"", ""swarm""))",cloud
cloudy,cloudy,cloudi,cloudy,adjective,"list(syn = c(""cloudy"", ""mirky"", ""muddy"", ""murky"", ""nebulose"", ""nebulous"", ""turbid""))",cloudy
clough,clough,clough,clough,noun,"list(syn = ""clough"")",clough
clover,clover,clover,clover,noun,"list(syn = c(""clover"", ""trefoil""))",clover
clown,clown,clown,clown,noun,"list(syn = c(""buffoon"", ""clown"", ""merry andrew""))",clown
clumps,clumps,clump,clump,verb,"list(syn = c(""bunch"", ""bunch up"", ""bundle"", ""clomp"", ""clop"", ""clump"", ""clunk"", ""cluster"", ""constellate"", ""flock"", ""plunk""))",bundle
clumsy,clumsy,clumsi,clumsy,adjective,"list(syn = c(""awkward"", ""bunglesome"", ""bungling"", ""clumsy"", ""clunky"", ""cumbersome"", ""fumbling"", ""gawky"", ""ill-chosen"", ""inapt"", ""incompetent"", ""inept"", ""ungainly"", ""unwieldy""))",awkward
clung,clung,clung,cling,verb,"list(syn = c(""adhere"", ""cleave"", ""cling"", ""cohere"", ""hang"", ""stick""))",cling
cluster,cluster,cluster,cluster,noun,"list(syn = c(""bunch"", ""clump"", ""cluster"", ""clustering""))",bunch
clutching,clutching,clutch,clutch,verb,"list(syn = c(""cling to"", ""clutch"", ""get hold of"", ""hold close"", ""hold tight"", ""prehend"", ""seize""))",clutch
cluttering,cluttering,clutter,clutter,verb,"list(syn = c(""clutter"", ""clutter up""))",clutter
coals,coals,coal,coal,noun,"list(syn = c(""coal"", ""ember""))",coal
coast,coast,coast,coast,noun,"list(syn = c(""coast"", ""glide"", ""sea-coast"", ""seacoast"", ""seashore"", ""slide""))",slide
coastal,coastal,coastal,coastal,adjective,"list(syn = ""coastal"")",coastal
coaster,coaster,coaster,coaster,noun,"list(syn = ""coaster"")",coaster
coasting,coasting,coast,coast,verb,"list(syn = ""coast"")",coast
coat,coat,coat,coat,noun,"list(syn = c(""coat"", ""coating"", ""pelage""))",coat
coated,coated,coat,coated,adjective,"list(syn = ""coated"")",coated
coats,coats,coat,coat,noun,"list(syn = c(""coat"", ""coating"", ""pelage""))",coat
cobblestone,cobblestone,cobbleston,cobblestone,noun,"list(syn = c(""cobble"", ""cobblestone"", ""sett""))",cobblestone
cobwebs,cobwebs,cobweb,cobwebs,noun,"list(syn = ""cobwebs"")",cobwebs
cockcrow,cockcrow,cockcrow,cockcrow,noun,"list(syn = c(""aurora"", ""break of day"", ""break of the day"", ""cockcrow"", ""dawn"", ""dawning"", ""daybreak"", ""dayspring"", ""first light"", ""morning"", ""sunrise"", ""sunup""))",dawn
cocktail,cocktail,cocktail,cocktail,noun,"list(syn = ""cocktail"")",cocktail
cocoa,cocoa,cocoa,cocoa,noun,"list(syn = c(""chocolate"", ""cocoa"", ""drinking chocolate"", ""hot chocolate""))",chocolate
coconut,coconut,coconut,coconut,adjective,"list(syn = ""coconut"")",coconut
cocoon,cocoon,cocoon,cocoon,noun,"list(syn = ""cocoon"")",cocoon
cocooned,cocooned,cocoon,cocoon,verb,"list(syn = ""cocoon"")",cocoon
coffee,coffee,coffe,coffee,noun,"list(syn = c(""burnt umber"", ""chocolate"", ""coffee"", ""coffee bean"", ""coffee berry"", ""coffee tree"", ""deep brown"", ""java"", ""umber""))",chocolate
coffeepot,coffeepot,coffeepot,coffeepot,noun,"list(syn = ""coffeepot"")",coffeepot
coffin,coffin,coffin,coffin,noun,"list(syn = c(""casket"", ""coffin""))",coffin
coil,coil,coil,coil,noun,"list(syn = c(""coil"", ""curl"", ""curlicue"", ""gyre"", ""helix"", ""ringlet"", ""roll"", ""scroll"", ""spiral"", ""volute"", ""whorl""))",curl
coin's,coin,coin,coin,noun,"list(syn = ""coin"")",coin
coins,coins,coin,coin,noun,"list(syn = ""coin"")",coin
coke,coke,coke,coke,verb,"list(syn = ""coke"")",coke
cold,cold,cold,cold,adjective,"list(syn = c(""cold"", ""cold-blooded"", ""frigid"", ""inhuman"", ""insensate"", ""stale""))",cold
colder,colder,colder,cold,adjective,"list(syn = c(""cold"", ""cold-blooded"", ""frigid"", ""inhuman"", ""insensate"", ""stale""))",cold
collar,collar,collar,collar,noun,"list(syn = c(""apprehension"", ""arrest"", ""catch"", ""choker"", ""collar"", ""dog collar"", ""leash"", ""neckband"", ""pinch"", ""shoe collar"", ""taking into custody""))",catch
collarbones,collarbones,collarbon,collarbone,noun,"list(syn = c(""clavicle"", ""collarbone""))",collarbone
collared,collared,collar,collar,verb,"list(syn = c(""apprehend"", ""arrest"", ""collar"", ""cop"", ""nab"", ""nail"", ""pick up""))",cop
collarnorth,collarnorth,collarnorth,NA,NA,list(syn = NA),NA
collecting,collecting,collect,collect,verb,"list(syn = c(""accumulate"", ""amass"", ""call for"", ""collect"", ""compile"", ""garner"", ""gather"", ""gather up"", ""hoard"", ""pick up"", ""pile up"", ""pull in"", ""pull together"", ""roll up"", ""take in""))",accumulate
collection,collection,collect,collection,noun,"list(syn = c(""accumulation"", ""aggregation"", ""appeal"", ""assemblage"", ""assembling"", ""collecting"", ""collection"", ""compendium"", ""ingathering"", ""solicitation""))",accumulation
collector,collector,collector,collector,noun,"list(syn = c(""accumulator"", ""aggregator"", ""collector"", ""gatherer""))",collector
collects,collects,collect,collect,verb,"list(syn = c(""accumulate"", ""amass"", ""call for"", ""collect"", ""compile"", ""garner"", ""gather"", ""gather up"", ""hoard"", ""pick up"", ""pile up"", ""pull in"", ""pull together"", ""roll up"", ""take in""))",accumulate
college,college,colleg,college,noun,"list(syn = ""college"")",college
collide,collide,collid,collide,verb,"list(syn = c(""clash"", ""collide"", ""jar""))",jar
color,color,color,color,noun,"list(syn = c(""color"", ""coloration"", ""coloring"", ""coloring material"", ""colour"", ""colouration"", ""colouring"", ""colouring material"", ""gloss"", ""people of color"", ""people of colour"", ""semblance"", ""vividness""))",colour
colored,colored,color,color,verb,"list(syn = c(""color"", ""color in"", ""colorise"", ""colorize"", ""colour"", ""colour in"", ""colourise"", ""colourize"", ""discolor"", ""discolour"", ""distort"", ""emblazon"", ""gloss"", ""tinge""))",distort
colorful,colorful,color,colorful,adjective,"list(syn = c(""colored"", ""colorful"", ""coloured"", ""colourful""))",colourful
colors,colors,color,color,noun,"list(syn = c(""color"", ""coloration"", ""coloring"", ""coloring material"", ""colour"", ""colouration"", ""colouring"", ""colouring material"", ""gloss"", ""people of color"", ""people of colour"", ""semblance"", ""vividness""))",colour
colour,colour,colour,colour,verb,"list(syn = c(""color"", ""color in"", ""colorise"", ""colorize"", ""colour"", ""colour in"", ""colourise"", ""colourize"", ""discolor"", ""discolour"", ""distort"", ""emblazon"", ""gloss"", ""tinge""))",distort
colourful,colourful,colour,colourful,adjective,"list(syn = c(""colorful"", ""colourful""))",colourful
colours,colours,colour,colour,noun,"list(syn = c(""color"", ""coloration"", ""coloring"", ""coloring material"", ""colour"", ""colouration"", ""colouring"", ""colouring material"", ""gloss"", ""people of color"", ""people of colour"", ""semblance"", ""vividness""))",colour
combine,combine,combin,combine,verb,"list(syn = c(""aggregate"", ""blend"", ""coalesce"", ""combine"", ""commingle"", ""compound"", ""conflate"", ""flux"", ""fuse"", ""immix"", ""meld"", ""merge"", ""mix"", ""unite""))",compound
comedian's,comedian,comedian,comedian,noun,"list(syn = c(""comedian"", ""comic""))",comedian
comer,comer,comer,comer,noun,"list(syn = c(""arrival"", ""arriver"", ""comer""))",arrival
comet,comet,comet,comet,noun,"list(syn = ""comet"")",comet
comfort,comfort,comfort,comfort,noun,"list(syn = c(""comfort"", ""comfortableness"", ""consolation"", ""ease"", ""solace""))",comfort
comfortable,comfortable,comfort,comfortable,adjective,"list(syn = c(""comfortable"", ""comfy"", ""easy"", ""prosperous"", ""well-fixed"", ""well-heeled"", ""well-off"", ""well-situated"", ""well-to-do""))",comfortable
coming,coming,come,come,verb,"list(syn = c(""add up"", ""amount"", ""arrive"", ""come"", ""come in"", ""come up"", ""derive"", ""descend"", ""do"", ""fall"", ""fare"", ""follow"", ""get"", ""get along"", ""hail"", ""issue forth"", ""make out"", ""number"", ""occur"", ""total""))",total
commencement,commencement,commenc,commencement,noun,"list(syn = c(""beginning"", ""commencement"", ""commencement ceremony"", ""commencement exercise"", ""first"", ""get-go"", ""graduation"", ""graduation exercise"", ""kickoff"", ""offset"", ""outset"", ""showtime"", ""start"", ""starting time""))",outset
commercial,commercial,commerci,commercial,adjective,"list(syn = ""commercial"")",commercial
community,community,communiti,community,noun,"list(syn = c(""biotic community"", ""community"", ""community of interests"", ""profession"", ""residential area"", ""residential district""))",profession
commute,commute,commut,commute,noun,"list(syn = ""commute"")",commute
commuter,commuter,commut,commuter,noun,"list(syn = c(""commuter"", ""commuter train""))",commuter
commuters,commuters,commut,commuter,noun,"list(syn = c(""commuter"", ""commuter train""))",commuter
companions,companions,companion,companion,noun,"list(syn = c(""associate"", ""companion"", ""comrade"", ""familiar"", ""fellow"", ""fellow traveler"", ""fellow traveller""))",associate
company,company,compani,company,noun,"list(syn = c(""caller"", ""companionship"", ""company"", ""fellowship"", ""party"", ""ship's company"", ""society"", ""troupe""))",society
compare,compare,compar,compare,verb,"list(syn = c(""compare"", ""equate"", ""liken""))",compare
comparing,comparing,compar,compare,verb,"list(syn = c(""compare"", ""equate"", ""liken""))",compare
compass,compass,compass,compass,noun,"list(syn = c(""ambit"", ""compass"", ""grasp"", ""orbit"", ""range"", ""reach"", ""scope""))",grasp
compose,compose,compos,compose,verb,"list(syn = c(""compile"", ""compose"", ""draw up"", ""frame"", ""indite"", ""pen"", ""write""))",frame
composting,composting,compost,compost,verb,"list(syn = ""compost"")",compost
con,con,con,con,adjective,"list(syn = ""con"")",con
concerns,concerns,concern,concern,noun,"list(syn = c(""business"", ""business concern"", ""business organisation"", ""business organization"", ""care"", ""concern"", ""fear"", ""headache"", ""vexation"", ""worry""))",worry
concert,concert,concert,concert,noun,"list(syn = ""concert"")",concert
concerto's,concerto,concerto,concerto,noun,"list(syn = ""concerto"")",concerto
conch,conch,conch,conch,noun,"list(syn = ""conch"")",conch
conclude,conclude,conclud,conclude,verb,"list(syn = c(""close"", ""conclude"", ""reason"", ""reason out"", ""resolve""))",resolve
condolence,condolence,condol,condolence,noun,"list(syn = c(""commiseration"", ""condolence""))",condolence
condolences,condolences,condol,condolence,noun,"list(syn = c(""commiseration"", ""condolence""))",condolence
condom,condom,condom,condom,noun,"list(syn = c(""condom"", ""prophylactic"", ""rubber"", ""safe"", ""safety""))",rubber
cone,cone,cone,cone,noun,"list(syn = c(""cone"", ""cone cell"", ""cone shape"", ""conoid"", ""retinal cone"", ""strobile"", ""strobilus""))",cone
cones,cones,cone,cone,noun,"list(syn = c(""cone"", ""cone cell"", ""cone shape"", ""conoid"", ""retinal cone"", ""strobile"", ""strobilus""))",cone
confessional,confessional,confession,confessional,noun,"list(syn = ""confessional"")",confessional
confronts,confronts,confront,confront,verb,"list(syn = c(""confront"", ""face"", ""face up"", ""present""))",confront
conga,conga,conga,conga,verb,"list(syn = ""conga"")",conga
connecting,connecting,connect,connect,verb,"list(syn = c(""associate"", ""colligate"", ""connect"", ""get in touch"", ""join"", ""link"", ""link up"", ""plug in"", ""relate"", ""tie"", ""tie in"", ""touch base"", ""unite""))",relate
connects,connects,connect,connect,verb,"list(syn = c(""associate"", ""colligate"", ""connect"", ""get in touch"", ""join"", ""link"", ""link up"", ""plug in"", ""relate"", ""tie"", ""tie in"", ""touch base"", ""unite""))",relate
considerate,considerate,consider,considerate,adjective,"list(syn = ""considerate"")",considerate
conspicuous,conspicuous,conspicu,conspicuous,adjective,"list(syn = c(""blatant"", ""blazing"", ""conspicuous""))",conspicuous
conspiracy,conspiracy,conspiraci,conspiracy,noun,"list(syn = c(""cabal"", ""confederacy"", ""conspiracy""))",conspiracy
conspire,conspire,conspir,conspire,verb,"list(syn = c(""cabal"", ""collude"", ""complot"", ""conjure"", ""conspire"", ""machinate""))",conspire
